52,02/06/2022 14:49:23
53,02/06/2022 17:00:08
53,02/06/2022 17:26:12
53,02/06/2022 18:17:45
53,03/06/2022 09:41:42
53,03/06/2022 14:07:36
62,07/06/2022 09:53:43
62,07/06/2022 11:41:10
63,07/06/2022 14:01:16
64,07/06/2022 15:32:14
64,07/06/2022 17:47:27
67,08/06/2022 09:45:33
68,08/06/2022 14:06:52
68,08/06/2022 14:10:38
68,08/06/2022 14:10:54
68,08/06/2022 14:14:13
68,08/06/2022 14:15:18
68,08/06/2022 14:20:35
68,08/06/2022 14:20:56
68,08/06/2022 14:21:18
68,08/06/2022 14:22:21
68,08/06/2022 14:23:28
68,08/06/2022 14:24:01
68,08/06/2022 14:24:08
68,08/06/2022 14:24:29
68,08/06/2022 14:33:51
68,08/06/2022 14:33:58
68,08/06/2022 14:34:13
68,08/06/2022 14:34:25
68,08/06/2022 14:35:17
68,08/06/2022 14:35:54
68,08/06/2022 14:36:22
68,08/06/2022 14:38:13
68,08/06/2022 14:39:06
68,08/06/2022 14:39:11
68,08/06/2022 14:40:09
68,08/06/2022 14:40:31
68,08/06/2022 14:42:27
68,08/06/2022 14:43:25
68,08/06/2022 14:44:02
68,08/06/2022 14:45:12
68,08/06/2022 14:45:51
68,08/06/2022 14:46:06
68,08/06/2022 14:46:15
69,08/06/2022 17:58:40
69,08/06/2022 18:11:02
69,08/06/2022 18:11:50
69,08/06/2022 18:12:42
69,08/06/2022 18:13:06
69,08/06/2022 18:13:18
69,08/06/2022 18:15:57
69,08/06/2022 18:16:15
69,08/06/2022 18:16:35
69,08/06/2022 18:17:54
69,08/06/2022 18:18:16
69,08/06/2022 18:18:37
69,08/06/2022 18:19:04
69,08/06/2022 18:23:01
69,08/06/2022 18:23:24
69,08/06/2022 18:23:34
69,08/06/2022 18:23:41
69,08/06/2022 18:33:06
69,08/06/2022 18:33:55
69,08/06/2022 18:36:14
69,08/06/2022 18:36:36
69,08/06/2022 18:37:39
70,09/06/2022 10:20:10
70,09/06/2022 13:54:55
70,09/06/2022 13:56:26
70,09/06/2022 13:57:08
70,09/06/2022 13:57:48
70,09/06/2022 13:58:16
70,09/06/2022 13:59:22
70,09/06/2022 13:59:41
70,09/06/2022 13:59:56
70,09/06/2022 14:00:14
